user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
ERR671934.bin.5.permissive	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	41.75	11	0.9119800385545641	N/A
ERR671935.bin.2.permissive	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__	N/A	N/A	N/A	N/A	N/A	UBA8695	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__RBG-16-68-12 sp8695u	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__	Placement	taxonomic classification fully defined by topology	GCA_001800745.1, s__RBG-16-68-12 sp001800745, 95.0, 78.32, 0.31; GCA_001800825.1, s__RBG-16-68-12 sp001800825, 95.0, 78.23, 0.48	45.18	11	0.8547785289770137	N/A
ERR671935.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	79.13	0.37	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	40.73	11	0.8466145078872095	Genome has more than 10.8% of markers with multiple hits
ERR671936.bin.3.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	38.59	11	0.8026331551997012	N/A
ERR671936.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	48.29	11	0.6046418106938326	N/A
ERR671936.bin.4.orig	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV17;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__	Placement	taxonomic novelty determined using RED	N/A	33.0	11	0.9263741665573608	N/A
ERR671937.bin.3.strict	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__	Placement	taxonomic classification fully defined by topology	N/A	48.17	11	0.8518563754277088	N/A
ERR671937.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	41.45	11	0.8146323948355739	N/A
ERR671937.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	54.9	11	0.6029642800550661	N/A
ERR671937.bin.4.permissive	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV17;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__	Placement	taxonomic novelty determined using RED	N/A	45.02	11	0.9291061251436498	N/A
ERR671938.bin.3.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	59.44	11	0.7656520287794087	N/A
ERR671938.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	49.98	11	0.7707010873793588	N/A
ERR671939.bin.3.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	Placement	taxonomic classification fully defined by topology	N/A	39.4	11	0.995180533613309	N/A
ERR671939.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	65.22	11	0.7600152507732058	N/A
ERR671939.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	50.18	11	0.8659620530671438	N/A
ERR687883.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	62.92	11	0.7659759831915338	N/A
ERR687883.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	55.58	11	0.8714828038651619	N/A
ERR687884.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	65.08	11	0.7647522365393893	N/A
ERR687885.bin.3.orig	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000317475.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__Microcoleus nigroviridis	91.36	0.87	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	Placement	taxonomic classification fully defined by topology	GCF_000214075.1, s__Microcoleus vaginatus, 95.0, 91.56, 0.83; GCF_003003725.1, s__Microcoleus sp003003725, 95.0, 86.37, 0.71; GCA_003542015.1, s__Microcoleus sp003542015, 95.0, 84.16, 0.59; GCF_002412335.2, s__Microcoleus bourrellyi, 95.0, 83.16, 0.58	68.57	11	0.991908148485646	N/A
ERR687885.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	N/A	N/A	N/A	N/A	N/A	GCF_900103785.1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__Geodermatophilus siccatus	93.7	0.87	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	Placement	taxonomic classification fully defined by topology	GCF_002802985.1, s__Geodermatophilus chilensis, 95.0, 90.14, 0.75; GCF_900107105.1, s__Geodermatophilus africanus, 95.0, 89.55, 0.83; GCF_900111455.1, s__Geodermatophilus poikilotrophus, 95.0, 89.3, 0.8; GCF_000025345.1, s__Geodermatophilus obscurus, 95.0, 89.28, 0.82; GCF_900143215.1, s__Geodermatophilus obscurus_A, 95.0, 89.02, 0.81; GCF_900104025.1, s__Geodermatophilus sp900104025, 95.0, 87.69, 0.78; GCF_900188375.1, s__Geodermatophilus pulveris, 95.0, 86.62, 0.73; GCF_900215145.1, s__Geodermatophilus sabuli, 95.0, 84.22, 0.74; GCF_003002915.1, s__Geodermatophilus tzadiensis, 95.0, 84.08, 0.74; GCF_900115505.1, s__Geodermatophilus sp900115505, 95.0, 84.01, 0.73; GCF_900102745.1, s__Geodermatophilus telluris, 95.0, 84.0, 0.72; GCF_900114385.1, s__Geodermatophilus ruber, 95.0, 83.7, 0.68; GCF_900188205.1, s__Geodermatophilus saharensis, 95.0, 83.48, 0.72; GCF_900129495.1, s__Geodermatophilus nigrescens, 95.0, 83.36, 0.71; GCF_003182485.1, s__Geodermatophilus normandii, 95.0, 83.29, 0.71; GCF_900116515.1, s__Geodermatophilus amargosae, 95.0, 83.28, 0.72; GCF_003208395.1, s__Geodermatophilus sp003208395, 95.0, 83.24, 0.74; GCF_900115395.1, s__Geodermatophilus obscurus_B, 95.0, 83.14, 0.72	52.82	11	0.9939139381532439	N/A
ERR687885.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	66.73	11	0.7668562588309427	N/A
ERR687885.bin.5.strict	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	68.95	11	0.8689190945765073	N/A
ERR687885.bin.1.permissive	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	36.45	11	0.8197121259843176	Genome has more than 10.0% of markers with multiple hits
ERR687886.bin.1.strict	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000317475.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__Microcoleus nigroviridis	91.44	0.82	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	Placement	taxonomic classification fully defined by topology	GCF_000214075.1, s__Microcoleus vaginatus, 95.0, 91.54, 0.77; GCF_003003725.1, s__Microcoleus sp003003725, 95.0, 86.42, 0.65; GCA_003542015.1, s__Microcoleus sp003542015, 95.0, 84.2, 0.67; GCF_002412335.2, s__Microcoleus bourrellyi, 95.0, 83.3, 0.64	79.35	11	0.9911216579425838	N/A
ERR687886.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	N/A	N/A	N/A	N/A	N/A	GCF_900103785.1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__Geodermatophilus siccatus	93.9	0.89	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	Placement	taxonomic classification fully defined by topology	GCF_002802985.1, s__Geodermatophilus chilensis, 95.0, 89.92, 0.8; GCF_900107105.1, s__Geodermatophilus africanus, 95.0, 89.55, 0.85; GCF_000025345.1, s__Geodermatophilus obscurus, 95.0, 89.27, 0.85; GCF_900111455.1, s__Geodermatophilus poikilotrophus, 95.0, 89.26, 0.84; GCF_900143215.1, s__Geodermatophilus obscurus_A, 95.0, 89.17, 0.84; GCF_900104025.1, s__Geodermatophilus sp900104025, 95.0, 87.64, 0.8; GCF_900188375.1, s__Geodermatophilus pulveris, 95.0, 86.36, 0.76; GCF_900215145.1, s__Geodermatophilus sabuli, 95.0, 84.33, 0.74; GCF_900115505.1, s__Geodermatophilus sp900115505, 95.0, 84.13, 0.75; GCF_900102745.1, s__Geodermatophilus telluris, 95.0, 84.1, 0.77; GCF_900114385.1, s__Geodermatophilus ruber, 95.0, 83.96, 0.7; GCF_003002915.1, s__Geodermatophilus tzadiensis, 95.0, 83.92, 0.8; GCF_900188205.1, s__Geodermatophilus saharensis, 95.0, 83.57, 0.74; GCF_003208395.1, s__Geodermatophilus sp003208395, 95.0, 83.56, 0.75; GCF_003182485.1, s__Geodermatophilus normandii, 95.0, 83.5, 0.73; GCF_900116515.1, s__Geodermatophilus amargosae, 95.0, 83.33, 0.74; GCF_900129495.1, s__Geodermatophilus nigrescens, 95.0, 83.23, 0.73; GCF_900115395.1, s__Geodermatophilus obscurus_B, 95.0, 83.2, 0.74	46.21	11	0.9916209249418249	N/A
ERR687886.bin.3.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	62.94	11	0.7591458465957296	N/A
ERR687886.bin.2.strict	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	46.81	11	0.8682798001967008	N/A
ERR687887.bin.3.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	59.0	11	0.771639059009901	N/A
ERR687887.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	57.88	11	0.49118337755310304	N/A
ERR687887.bin.5.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	81.43	0.49	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	66.87	11	0.9376749683517187	N/A
ERR687887.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	78.51	0.33	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	48.93	11	0.8561121377296491	N/A
ERR687887.bin.1.strict	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	77.9	0.23	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	48.53	11	0.8480010896060105	N/A
ERR687887.bin.6.orig	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__QIAW01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	53.83	11	0.8119991772668045	N/A
ERR687888.bin.3.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	80.84	0.48	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	60.06	11	0.9327256967752456	N/A
ERR687888.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	78.67	0.35	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	56.69	11	0.8534589090770262	N/A
ERR687888.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	78.41	0.28	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	48.65	11	0.8516153887178942	N/A
ERR687888.bin.2.strict	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	43.87	11	0.7084936989782658	N/A
ERR687888.bin.6.orig	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	Placement	taxonomic classification fully defined by topology	N/A	38.06	11	0.9322964680777978	N/A
ERR687888.bin.5.orig	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	43.75	11	0.9155099047160193	N/A
ERR687889.bin.1.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	82.05	11	0.7753862787974798	N/A
ERR687889.bin.3.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	35.63	11	0.47651006319907746	N/A
ERR687889.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	71.35	11	0.8656408728727825	N/A
ERR687890.bin.1.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	79.7	11	0.823116942893989	N/A
ERR687890.bin.3.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	37.88	11	0.49800434799920634	N/A
ERR687890.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	67.26	11	0.8652961101633693	N/A
ERR687891.bin.5.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	N/A	81.19	11	0.9161318979648895	N/A
ERR687891.bin.13.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	38.11	11	0.8348610612540314	N/A
ERR687891.bin.1.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	40.11	11	0.8231979007689939	N/A
ERR687891.bin.4.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	84.89	11	0.776304114945198	N/A
ERR687891.bin.10.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	62.49	11	0.7739657778233824	N/A
ERR687891.bin.3.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	45.65	11	0.722993023394823	N/A
ERR687891.bin.9.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	75.5	11	0.6448458420221677	N/A
